legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,999.5323927529602,997.7705586733274,994.13914925598,990.6523445293785,985.2228556594283,976.824355669205,963.9277881161478,944.2862523842402,914.6220502443314,803.4844270864729,552.1288227167164,196.09775453376375,130.14776233949152,97.57372088150333,79.36226609809802,68.17475208849964
bravo    | p=0.55 | alpha=0.05,999.9996664799536,999.9788016456838,999.6962352521041,998.8853613921237,995.9234904756808,984.8966457859564,944.1977050080128,810.5368972080845,392.8087759750087,285.79280594084867,223.550912521717,183.91872602466023,157.40335745206926,138.41154533755767,124.06021645238644,113.12387590547262
bravo    | p=0.51 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999999999,999.9999999717915,999.996303626325,497.7000054883973,449.3442097268557,405.64541353666925
