legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.08204042968750001,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,346.0,224.0,154.0,109.0,83.0,64.0,51.0
