,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.015625000586733228,6,0.015613282422168005,0.008296155080501313,0.012220654337882029,0.015613282422168005,0.017583609250412136,0.01975692338958145,0.02214962073949356,0.02477907102217674,0.027663655601226425,0.030822806021702155,0.03804801775765158,0.046632672129891646,0.05677412554586607,0.06869048501237492,0.08262201434193088,0.09883258647369156,0.11761118190896713
max_sprt | alpha=0.015625000586733228,11,0.0029245622686798305,0.001121143903460476,0.0020217388630114665,0.0029245622686798305,0.0034940330616124574,0.004156623721229684,0.004924453820668939,0.005810735511645691,0.006829800327495401,0.007997114038132573,0.010844006571940889,0.014497370237946797,0.019119203226740215,0.02488403568478492,0.03197298154887227,0.04056463159830651,0.05082193094155635
max_sprt | alpha=0.015625000586733228,15,0.0013696538895166057,0.0004208972194618882,0.0008710918448212851,0.0013696538895166057,0.0017018873467648462,0.002102399755075832,0.0025824499834778488,0.003154588106041014,0.0038326938914211395,0.004631991821765842,0.006661662064118343,0.009390769129811816,0.01298262010828464,0.017608814060594457,0.023436412837249395,0.030609025203428397,0.0392208851782166
max_sprt | alpha=0.015625000586733228,18,0.0012739008001868722,0.00034870322120758384,0.0007764597437609315,0.0012739008001868722,0.0016139989719934618,0.002030577286726229,0.0025372145520287477,0.003149069116352928,0.0038828791496046634,0.004756913189462836,0.007005643453973624,0.010065894479323363,0.014117047724106345,0.019329932898009623,0.025841422022837762,0.03372049580816935,0.042926648527930274
max_sprt | alpha=0.015625000586733228,21,0.0010546648041348911,0.00025714288853085065,0.0006160591603250753,0.0010546648041348911,0.00136248677311825,0.0017457526430622527,0.002218930108305493,0.0027982397197565804,0.0035016173772756277,0.0043486001228550735,0.006558179204740932,0.00960452336083031,0.01366468021446351,0.018888864558009928,0.02536398666449706,0.0330684719407642,0.041822638345392404
max_sprt | alpha=0.015625000586733228,24,0.0008416222230684153,0.0001827685881279065,0.0004711337348307837,0.0008416222230684153,0.0011086329062104296,0.0014466873480302458,0.0018705143390762486,0.0023967385953196766,0.003043816142110258,0.0038318664512853955,0.005917771390187508,0.008833673320463774,0.012749670426410042,0.01779206951014562,0.02399740621324531,0.03125934446579996,0.039277203905935705
max_sprt | alpha=0.015625000586733228,27,0.0006618987357261079,0.00012802205241753154,0.0003550847386621511,0.0006618987357261079,0.0008890319779499999,0.0011815256892582801,0.0015540220260196567,0.002023192338142739,0.0026076588693579954,0.003327787768259666,0.005262843637892568,0.008007494527078465,0.011724384881302431,0.01651733264719297,0.022377135728755614,0.029123186806465234,0.036354830120280096
max_sprt | alpha=0.015625000586733228,30,0.0005175873687969758,8.916005773789744e-05,0.0002660920968239058,0.0005175873687969758,0.000708871136862712,0.0009594764321240266,0.00128374319968608,0.0016981676863519618,0.0022213240672371974,0.002873633607816227,0.0046538917944610805,0.007217518711513234,0.010720596520334276,0.015247279203744944,0.02074838271568784,0.026979715821009765,0.033459715936956146
max_sprt | alpha=0.015625000586733228,32,0.0008088211222020896,0.0001379084094286696,0.000415121613640888,0.0008088211222020896,0.0011073267155337417,0.0014970404256465844,0.001999023677124546,0.00263699114208211,0.0034369493737049736,0.0044265632450127095,0.007087653753821905,0.010829757608053983,0.015791402288844493,0.021963637309229234,0.029109541573362253,0.03670446081367404,0.04392921552425405
max_sprt | alpha=0.015625000586733228,35,0.0005307301302431836,8.059057599852882e-05,0.000261033888747356,0.0005307301302431836,0.0007408976004879638,0.0010201411257427897,0.0013857258849313276,0.0018573469524642866,0.0024568438219560534,0.0032076558554343247,0.005259530471557634,0.008191454255883395,0.012117189350234002,0.017014110282740393,0.02264992366653121,0.028534270366121002,0.033928093039796374
max_sprt | alpha=0.015625000586733228,38,0.0003900372159561053,5.27440364344757e-05,0.00018383317260238605,0.0003900372159561053,0.0005552060357321532,0.0007785794392205526,0.001075857794141085,0.0014652023172522688,0.0019669985725188958,0.0026033506939942865,0.0043713772723939955,0.006939569657607342,0.010413918454939015,0.014762044779704334,0.01973926539820037,0.024845483094310724,0.029349271792946947
max_sprt | alpha=0.015625000586733228,40,0.0005902775065683917,7.900648641996607e-05,0.0002777439118832127,0.0005902775065683917,0.0008399349450975611,0.0011764852160468851,0.0016224825903555804,0.002203494045003232,0.0029474874431928673,0.00388378254541157,0.006447496335210202,0.010084362647966728,0.014855876763664157,0.020593812145539424,0.026819761455621094,0.032733661186350994,0.037315147070877595
max_sprt | alpha=0.015625000586733228,43,0.0003786258714673023,4.5128654521188366e-05,0.00017072051511128044,0.0003786258714673023,0.0005493722900890088,0.0007837135355611983,0.0010994832278466247,0.001517225125349641,0.0020597492378255033,0.002751298802598749,0.004677391424175162,0.007456991046894729,0.011144369720099506,0.01559621440014566,0.02040156147545625,0.024878107112431967,0.028174844880295296
max_sprt | alpha=0.015625000586733228,46,0.0002746967667031282,2.9155182385349856e-05,0.00011868900179883886,0.0002746967667031282,0.0004064242363705958,0.0005905033130821508,0.0008427397807840192,0.0011816436870583794,0.0016280847019152541,0.002204563467499131,0.0038381446711042893,0.0062371505648686175,0.0094563165677586,0.013360174447332195,0.01755427752983546,0.021387056703135954,0.02406290030516156
max_sprt | alpha=0.015625000586733228,48,0.00041252164479574187,4.333469475395467e-05,0.00017793855844978738,0.00041252164479574187,0.0006101206091838555,0.0008854251413196849,0.0012611469825162854,0.001763391136181648,0.002420880017158183,0.0032635737686474687,0.00561749124315543,0.008993917270488533,0.013385978785268964,0.018494488178927095,0.023666897499806803,0.027959245466029896,0.0303566642976004
max_sprt | alpha=0.015625000586733228,51,0.0002630806439321664,2.460802576322965e-05,0.00010873920284904242,0.0002630806439321664,0.0003967626688370658,0.000586438120180475,0.0008497257331225114,0.001207246380741853,0.0016820889790321294,0.0022987587298660033,0.004052084516975316,0.006612905303490408,0.009984785546524712,0.013927000688414614,0.017901206701370184,0.021128972599259974,0.02279062032327036
max_sprt | alpha=0.015625000586733228,53,0.00038093430491490597,3.526615259304289e-05,0.00015718518611846765,0.00038093430491490597,0.0005742958654675883,0.0008478540809516065,0.0012260857375805381,0.0017371133671868913,0.0024116566341412403,0.003281212713373705,0.005718327774511931,0.009194392277181992,0.013628018782050375,0.018588766214549884,0.023270163424909316,0.026632164397835816,0.027721041398067244
max_sprt | alpha=0.015625000586733228,56,0.00023771782212865064,1.9595094425579367e-05,9.399172200382625e-05,0.00023771782212865064,0.0003654463830779457,0.0005494996550036764,0.0008083746774082029,0.0011637422004957994,0.0016397394570542279,0.0022616222789543852,0.004036400245079033,0.006615426917963164,0.009947502897628403,0.013698052194573205,0.017223938193240033,0.019694695075846872,0.0203656331286092
max_sprt | alpha=0.015625000586733228,58,0.0003401911874433045,2.7753779061395033e-05,0.0001342805414207063,0.0003401911874433045,0.000522792655776423,0.0007851775815562255,0.0011528074242812205,0.001654974491130091,0.0023235056335814378,0.0031905339461600173,0.005629714828730667,0.009090521553646974,0.013418563999895371,0.018069523364713843,0.022127913737347807,0.024533704314656492,0.02448109003412597
max_sprt | alpha=0.015625000586733228,61,0.00021037356619057516,1.5280817392687423e-05,7.956827367704039e-05,0.00021037356619057516,0.0003296683680907995,0.0005042862417988073,0.0007532070476710783,0.0010987230737827128,0.0015655744864675083,0.0021793237323346065,0.0039381080186239245,0.006481895773000256,0.009706599227230139,0.013195774432290608,0.016231270106109013,0.0179797128095536,0.01782347408104685
max_sprt | alpha=0.015625000586733228,63,0.00029934605579366827,2.151967604388946e-05,0.000113027037989433,0.00029934605579366827,0.0004689266760299093,0.0007164733816576479,0.0010680248614064948,0.0015536241593061702,0.0022057989280183906,0.003056949582859013,0.005461379410501169,0.008856336246998301,0.013019010573428575,0.017307669811966755,0.02073348586713085,0.022269133474074058,0.02130225352054256
max_sprt | alpha=0.015625000586733228,66,0.00018422610204799184,1.1790939609818249e-05,6.665168201986042e-05,0.00018422610204799184,0.0002942833053753422,0.0004579576033106274,0.0006944768772063868,0.0010265126271282999,0.0014791752443876448,0.0020781285903162345,0.003802180239048778,0.006284906346834916,0.009372853269001606,0.012579396269783424,0.015136185620463415,0.016242498668484054,0.015435242565391373
max_sprt | alpha=0.015625000586733228,68,0.0002613084569947836,1.6552012499011957e-05,9.43781222569653e-05,0.0002613084569947836,0.0004172669760982903,0.0006485889803565449,0.000981627189579475,0.0014469185880031878,0.0020774663529341563,0.002905768799592593,0.005256163377133445,0.008559942972650114,0.012531425898756842,0.01644667952061742,0.01927289461393685,0.02005298270352384,0.01838848155138412
