,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,50,0.025872093480340613,0.0035231362347472165,0.012426342153929393,0.025872093480340613,0.036215434163076106,0.049712149102999606,0.06694866508141953,0.08849618876835315,0.11486676355107876,0.14646331485128858,0.22609187758734364,0.3265766592857337,0.4428961790457353,0.5661093102940983,0.6851084138361566,0.7893789144395595,0.8717290247114803
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,60,0.005960540712586771,0.0006437928937730321,0.002662374111906049,0.005960540712586771,0.008564055650422456,0.011982798756827355,0.016332563778970834,0.021690530256998887,0.028072338684842824,0.03540978320411781,0.052161352932653324,0.06929491829320931,0.08287707261366242,0.08897249739840378,0.08536072742179558,0.07274727655699978,0.05463164852576048
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,70,0.0031588642665572662,0.0002424327789064375,0.0012516111605277646,0.0031588642665572662,0.004779981025819097,0.007006504453832548,0.009952030145092577,0.01370171617223657,0.018288272465381925,0.02366736747778443,0.03612776344680916,0.0486934042923733,0.05781408359862725,0.06023431336520272,0.05475679375037496,0.04309668244861614,0.029066313365185798
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,80,0.001831833465331978,9.806594135409139e-05,0.0006396597066685572,0.001831833465331978,0.002927694613360593,0.0045074624985101735,0.006687849054575295,0.009565889054108542,0.01319292462846978,0.017546158506739646,0.027829912379241817,0.03812458485266683,0.044977147969500246,0.04547444061529831,0.03912698205718009,0.02837556611980241,0.01712522275473548
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,90,0.0010989264554002974,4.027970196908546e-05,0.0003360086531544927,0.0010989264554002974,0.001860208186213596,0.0030156761628097315,0.004684355262427032,0.0069745334348501175,0.009956031814744495,0.013627505247762838,0.022506217517530965,0.03137114525058711,0.036774637931405216,0.03604167496172738,0.02928233581453904,0.019494152970299466,0.010471322445489812
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,100,0.0006687612544563558,1.6453471255989408e-05,0.00017782659294021872,0.0006687612544563558,0.001202518944122929,0.002058127984230357,0.003354740620911733,0.005209968499516908,0.007711205313597607,0.010878781450669336,0.018747250576165466,0.02661505889701064,0.030995556457447036,0.029405011241601404,0.022496022265056842,0.013688462978389453,0.006504152634848386
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,110,0.00040872172430179326,6.606847093307681e-06,9.382090418138297e-05,0.00040872172430179326,0.000783146067594704,0.0014190595838589918,0.0024332551648066063,0.003950177163006671,0.006073342226756166,0.008844833874727927,0.015939622943352452,0.02307081579595105,0.026685551059875825,0.024466230344720858,0.017570916783793668,0.009725647838640657,0.004060256022632932
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,120,0.0002492552508909112,2.5865868518274984e-06,4.9001256835860035e-05,0.0002492552508909112,0.0005106542630708811,0.0009825987295448311,0.0017771503277062644,0.0030228568492536413,0.004837481202681141,0.007284653875654617,0.01376106217819568,0.02032762682679827,0.023345660007424277,0.02064901044416621,0.01387403731340172,0.006949176441091305,0.0025301563107452663
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,130,0.00015095501933495967,9.806267935195974e-07,2.5197313183188926e-05,0.00015095501933495967,0.00033188872994446687,0.0006803833086802183,0.0013017147378810053,0.002325761688053215,0.003882319969168352,0.006056027484461216,0.012022235675364527,0.018144895799684712,0.020683651035853526,0.017615090463287728,0.011032293889144026,0.0049719477279480786,0.001566015461190565
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,140,9.04327837120969e-05,3.577821350474962e-07,1.2696964527295078e-05,9.04327837120969e-05,0.00021422218785607658,0.0004695457978841681,0.00095326138859697,0.0017939019108897125,0.0031308272256168365,0.005068791272281498,0.010603342956399501,0.016370700935631255,0.0185149794782041,0.015150690128366168,0.008809433378033065,0.0035500517097288753,0.0009587337763883536
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,150,5.3400962387970785e-05,1.24857574871564e-07,6.242268889593004e-06,5.3400962387970785e-05,0.00013688828479252796,0.00032203821252114,0.0006961266587061304,0.0013838673199222155,0.0025315377929901344,0.004262760682875521,0.009424430451229086,0.014903800705572795,0.0167166358497275,0.013113361329727314,0.007047944404686615,0.002522414387921838,0.0005784048785606789
