,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.019048339843749998,6,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
max_sprt | alpha=0.019048339843749998,11,0.0029296875,0.001123670754228516,0.0020256619377866034,0.0029296875,0.0034998472605318218,0.004163187051332844,0.004931826664307471,0.005818977531711811,0.006838969377216801,0.008007264912137423,0.01085626601386502,0.014511882239999992,0.01913602554179816,0.0249031044995079,0.03199407237058024,0.040587318147018464,0.05084554481999997
max_sprt | alpha=0.019048339843749998,14,0.00274658203125,0.0009386162268915074,0.0018201787908175304,0.00274658203125,0.0033453902513064016,0.004052612803249443,0.00488335913776399,0.005854007776452716,0.006982160298552279,0.008286558312272775,0.011503950844252207,0.015672832819199994,0.020964281422061557,0.027540841328095787,0.03553837570779312,0.04504218218683523,0.05605721316404997
max_sprt | alpha=0.019048339843749998,18,0.00110626220703125,0.0003031613085831208,0.000674569326564025,0.00110626220703125,0.001401325030496024,0.0017626734560148942,0.0022020623709666405,0.00273261149111587,0.0033688050670477422,0.004126448530108646,0.006075272639948247,0.008726633313730556,0.012235567865685132,0.01674962583714063,0.022386890867584136,0.029206641738791696,0.03717340662285367
max_sprt | alpha=0.019048339843749998,21,0.0009942054748535156,0.00024275576448304478,0.0005810593169431343,0.0009942054748535156,0.001284054251370238,0.0016448558759601124,0.002090197260822202,0.002635307530404427,0.0032970219297677834,0.004093673714638607,0.0061713348509311065,0.009034773745222283,0.012849882818762783,0.017757246362811504,0.023837935025292554,0.031071161519377687,0.03928780435472943
max_sprt | alpha=0.019048339843749998,24,0.0008130669593811035,0.00017688761166259438,0.00045545601002552053,0.0008130669593811035,0.0010706806525126334,0.0013967411390328633,0.001805414894466566,0.002312686706121869,0.0029362963022047353,0.0036955757144656607,0.005704591344069434,0.008511770842606767,0.012280224106282357,0.01713082262872088,0.023098063419135284,0.030079141860645482,0.03778463600135301
max_sprt | alpha=0.019048339843749998,26,0.0012934952974319458,0.0002785936118882009,0.0007234183999696666,0.0012934952974319458,0.0017026474940939553,0.002218497983843371,0.0028618659073836082,0.003655669522028249,0.0046245940273395136,0.005794571692246083,0.008843014865120324,0.012999591255640739,0.01841111586360237,0.025116506108725255,0.032983516418151136,0.041650753775003366,0.05049322035777906
max_sprt | alpha=0.019048339843749998,29,0.0008564796298742294,0.00016436185804117738,0.00045911083299152324,0.0008564796298742294,0.001149485102102334,0.0015252784495270058,0.002001432968416864,0.0025974933866317745,0.003334676261377975,0.0042353786411552,0.006618320640631112,0.009915950733565526,0.014245879217504335,0.019618411767748225,0.02587652261797882,0.032646215295843585,0.03931810480362837
max_sprt | alpha=0.019048339843749998,32,0.000630716560408473,0.00010784398864353414,0.0003240488925219032,0.000630716560408473,0.0008630718701784381,0.001166283795928279,0.0015566745648223049,0.00205261257232835,0.0026742299816231233,0.003442929703139023,0.005508841336036179,0.008412092416687335,0.012259236301986658,0.017042506848637107,0.022577709706455673,0.028458226194501314,0.034049998219744144
max_sprt | alpha=0.019048339843749998,35,0.0004763325850944966,7.256876024471098e-05,0.0002345645647191929,0.0004763325850944966,0.0006645833229712621,0.0009145726525054544,0.001241690822341147,0.0016634830524474124,0.0021993922527269814,0.0028702711820909415,0.004702530124439091,0.007318676856039692,0.010819232075095664,0.015183153076071826,0.02020285363917093,0.025441439201029592,0.030241301146157248
max_sprt | alpha=0.019048339843749998,37,0.0007282030419446528,0.00010983154560036766,0.0003580215544561376,0.0007282030419446528,0.0010155887543960985,0.0013959343053587996,0.0018914261405872672,0.0025268075181023105,0.0033287415918902175,0.004324797948957348,0.0070050470811476515,0.010741031791011987,0.015587408279242728,0.02139176571972482,0.02772284254927479,0.03385343600525365,0.038834878964677376
max_sprt | alpha=0.019048339843749998,40,0.00046998117613838986,6.315864065452866e-05,0.00022146900484885105,0.00046998117613838986,0.0006683012562128045,0.0009354721591305747,0.0012893087974553792,0.0017499896239889805,0.0023395694254954415,0.0030811476815086297,0.0051101576447680225,0.00798594759666186,0.011755980270696662,0.016286473024414657,0.02119934821370543,0.025863572924372007,0.029475233393299133
max_sprt | alpha=0.019048339843749998,42,0.0006837904061285371,9.09725793053038e-05,0.0003217066704746598,0.0006837904061285371,0.0009719435998698324,0.0013588702122946288,0.0018691028698306653,0.0025298198500986716,0.003369874064664295,0.004418305577065951,0.007244595015330994,0.01115424626045297,0.016118946929356785,0.02183795917572784,0.027685214443967997,0.03275291378939478,0.036022933645568474
max_sprt | alpha=0.019048339843749998,45,0.0004280652911177185,5.074289305008224e-05,0.0001930291434105251,0.0004280652911177185,0.0006203752963719353,0.000883289163457997,0.0012358330362092578,0.0016994639103111583,0.00229735739686527,0.003053243763536217,0.0051262099512471015,0.008044141838826619,0.011791814542519536,0.01612692245317851,0.02053485681992987,0.02427139537901957,0.02651999342062562
max_sprt | alpha=0.019048339843749998,48,0.00030624151176184,3.2344986420837496e-05,0.00013235877331737865,0.00030624151176184,0.000452517062858495,0.0006561374987322995,0.0009337990535044468,0.0013046719622835704,0.0017898246603340962,0.0024112055848430477,0.004145201995761442,0.006629583477993184,0.0098580643203571,0.013609995388887195,0.017406141065811075,0.020554484077611006,0.022311808739429194
max_sprt | alpha=0.019048339843749998,50,0.00045511695744515634,4.758840239041646e-05,0.0001963885950727184,0.00045511695744515634,0.0006722335204664866,0.000973550285492445,0.0013827577640835387,0.001926512670366231,0.0026333260752089073,0.0035317820350761813,0.006002634932445989,0.009458372937435811,0.013806572644065465,0.01864057915440714,0.023219042165906957,0.026587923475600114,0.02785306687568466
