legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.019048339843749998,98.0,336.0,471.0,486.0,493.0,495.0,495.0,495.0,495.0,489.0,465.0,388.0,292.0,222.0,173.0,140.0
