legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.019048339843749998,5430.845466419056,5362.072157121135,5229.482421443462,5082.28891751924,4826.601279176074,4412.311677193703,3810.955622285328,3049.8161198256425,2224.2113020091965,876.7413640408787,279.34622789465703,126.79918335187807,86.77065665344465,66.31691004654778,52.47111602459534,42.52785522216388
