,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,2000,1.260550763347391e-22,1.3550417397402047e-47,2.0311707703911783e-31,1.260550763347391e-22,8.275536691060547e-19,2.2638386777434405e-15,2.6013653089773936e-12,1.2640713683405279e-09,2.6129144221172734e-07,2.31164080383144e-05,0.014740980262095539,0.3961147793766714,0.952799943085899,0.9998623559328925,0.9999999914111726,0.9999999999999919,0.9999999999999991
bravo    | p=0.55 | alpha=1,2000,0.008633591023206018,5.758761083233636e-13,9.871351443680077e-06,0.008633591023206018,0.07518046329784107,0.3102405586129733,0.6732597386634966,0.9184443333802048,0.9904284324607641,0.9995056742204523,0.9999999042105305,0.9999999999995365,0.9999999999999988,0.9999999999999999,0.9999999999999993,0.9999999999999997,0.9999999999999991
bravo    | p=0.51 | alpha=0.3679422607421875,2000,0.05192846736677497,1.0357074752292755e-10,0.00022131354664379352,0.05192846736677497,0.24711579317083668,0.6024549825932601,0.8857244957661751,0.9842312781598952,0.9990282383197336,0.9999744212026404,0.9999999987783724,0.9999999999999981,0.9999999999999988,0.9999999999999999,0.9999999999999993,0.9999999999999997,0.9999999999999991
