legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,80.0,100.0,120.0,130.0,140.0,150.0,160.0,190.0,230.0,330.0,450.0,460.0,340.0,250.0,180.0,130.0
bravo    | p=0.55 | alpha=0.05,200.0,250.0,310.0,340.0,370.0,410.0,450.0,480.0,500.0,430.0,350.0,280.0,240.0,200.0,170.0,150.0
bravo    | p=0.51 | alpha=0.05,220.0,250.0,280.0,290.0,300.0,310.0,320.0,340.0,350.0,380.0,410.0,430.0,480.0,500.0,470.0,430.0
