legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,30.0,30.0,30.0,40.0,40.0,40.0,50.0,50.0,50.0,70.0,90.0,100.0,70.0,50.0,40.0,40.0
bravo    | p=0.55 | alpha=0.05,110.0,140.0,160.0,190.0,210.0,240.0,280.0,350.0,380.0,260.0,190.0,160.0,130.0,110.0,100.0,90.0
bravo    | p=0.51 | alpha=0.05,210.0,220.0,240.0,250.0,270.0,280.0,290.0,300.0,310.0,340.0,370.0,400.0,440.0,490.0,430.0,390.0
