legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,227.0,346.0,393.0,404.0,408.0,404.0,393.0,377.0,352.0,279.0,215.0,169.0,140.0,117.0,102.0,89.0
bayesian | a=500 | b=500 | critical_value=0.10107421875079783,342.0,417.0,433.0,435.0,433.0,427.0,415.0,392.0,368.0,299.0,239.0,194.0,164.0,141.0,123.0,111.0
bayesian | a=1000 | b=1000 | critical_value=0.14843750000070313,366.0,422.0,432.0,432.0,430.0,424.0,412.0,396.0,370.0,306.0,244.0,199.0,169.0,147.0,129.0,115.0
