legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,165.0,248.0,296.0,308.0,315.0,310.0,300.0,279.0,254.0,202.0,156.0,129.0,108.0,93.0,83.0,72.0
bayesian | a=500 | b=500 | critical_value=0.10107421875079783,263.0,338.0,360.0,362.0,360.0,350.0,336.0,312.0,287.0,233.0,188.0,158.0,133.0,117.0,105.0,95.0
bayesian | a=1000 | b=1000 | critical_value=0.14843750000070313,288.0,354.0,370.0,370.0,366.0,356.0,340.0,320.0,294.0,238.0,193.0,163.0,141.0,123.0,111.0,99.0
