legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03271484375093457,500.0,500.0,500.0,500.0,500.0,500.0,491.0,371.0,294.0,209.0,161.0,129.0,108.0,94.0,83.0,72.0
bayesian | a=500 | b=500 | critical_value=0.11132812500077732,500.0,500.0,500.0,500.0,500.0,500.0,476.0,381.0,316.0,237.0,188.0,158.0,133.0,117.0,105.0,95.0
bayesian | a=1000 | b=1000 | critical_value=0.16699218750066602,500.0,500.0,500.0,500.0,500.0,500.0,469.0,383.0,318.0,244.0,198.0,163.0,141.0,123.0,111.0,99.0
