legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.03271484375093457,121.0,169.0,203.0,213.0,215.0,213.0,207.0,192.0,175.0,144.0,117.0,98.0,85.0,75.0,66.0,60.0
bayesian | a=500 | b=500 | critical_value=0.11132812500077732,198.0,255.0,274.0,276.0,271.0,263.0,251.0,237.0,217.0,178.0,150.0,125.0,111.0,99.0,89.0,81.0
bayesian | a=1000 | b=1000 | critical_value=0.16699218750066602,226.0,276.0,288.0,290.0,284.0,276.0,262.0,246.0,226.0,186.0,155.0,133.0,117.0,105.0,95.0,85.0
