,0.7,0.58,0.52
0.005,0.004304489875887636,0.004304489875887636,0.004304489875887636
0.01263157894736842,0.010693099086232961,0.010693099086232961,0.010693099086232961
0.02026315789473684,0.017369730136144814,0.017369730136144814,0.017369730136144814
0.027894736842105264,0.023985830347644337,0.023985830347644337,0.023985830347644337
0.035526315789473684,0.030553339791647496,0.030553339791647496,0.030553339791647496
0.0431578947368421,0.037346581428196815,0.037346581428196815,0.037346581428196815
0.05078947368421052,0.04393236496395429,0.04393236496395429,0.04393236496395429
0.05842105263157894,0.05019574518501936,0.05019574518501936,0.05019574518501936
0.06605263157894736,0.05586444631729384,0.05586444631729384,0.05586444631729384
0.0736842105263158,0.06424024078751728,0.06424024078751728,0.06424024078751728
0.08131578947368422,0.06850797350985922,0.06850797350985922,0.06850797350985922
0.08894736842105264,0.07660207130619168,0.07660207130619168,0.07660207130619168
0.09657894736842106,0.08289514904381995,0.08289514904381995,0.08289514904381995
0.10421052631578948,0.09062992312771449,0.09062992312771449,0.09062992312771449
0.1118421052631579,0.0925693427487813,0.0925693427487813,0.0925693427487813
0.11947368421052632,0.10452196878393727,0.10452196878393727,0.10452196878393727
0.12710526315789472,0.10780651566468527,0.10780651566468527,0.10780651566468527
0.13473684210526315,0.11695007450583368,0.11695007450583368,0.11695007450583368
0.1423684210526316,0.12519958588800825,0.12519958588800825,0.12519958588800825
0.15,0.12798801082172462,0.12798801082172462,0.12798801082172462
