,0.5,0.7,0.58,0.52
0.005,0.0041157213109888095,0.9999999984438428,0.6475884458032605,0.021183626939190466
0.01263157894736842,0.009294629826376572,0.9999999996814873,0.7374175085411484,0.03967108335923478
0.02026315789473684,0.014407868041035431,0.9999999998803137,0.7835489214616359,0.05527203430403178
0.027894736842105264,0.01848405139626949,0.9999999999371558,0.8122539057321424,0.06799004297637713
0.035526315789473684,0.023753225977531302,0.9999999999592396,0.8323267323595546,0.08098927559699172
0.0431578947368421,0.02719756354947484,0.9999999999739918,0.8485190556649239,0.09129728315541988
0.05078947368421052,0.0323839531519959,0.9999999999833774,0.8630656536393927,0.1033482764721575
0.05842105263157894,0.037990773160600344,0.9999999999874453,0.8738707147498047,0.11516634228065176
0.06605263157894736,0.0416563096159169,0.9999999999914247,0.8840125875331017,0.12465752686210821
0.0736842105263158,0.04697184961896862,0.9999999999932772,0.8920946125994652,0.13553082518488294
0.08131578947368422,0.05144408562120179,0.9999999999952911,0.9000957027608412,0.1452630853167327
0.08894736842105264,0.058553599710463505,0.9999999999962592,0.9068721155381451,0.1575456256385569
0.09657894736842106,0.06156754083131215,0.9999999999968332,0.9117667903096295,0.1648968013872207
0.10421052631578948,0.06547849315061771,0.9999999999976955,0.9177580038064103,0.17379488351291472
0.1118421052631579,0.06926107871777833,0.9999999999980996,0.9222228953056126,0.18180266417313726
0.11947368421052632,0.0759249176155106,0.999999999998341,0.9262200056272116,0.192633503215409
0.12710526315789472,0.08177818046981541,0.9999999999987961,0.931179686680194,0.2029231699504021
0.13473684210526315,0.08533112191528802,0.9999999999989625,0.9344490285764647,0.21024542301386448
0.1423684210526316,0.09403971180521738,0.9999999999991014,0.9378217336065666,0.22235648760342128
0.15,0.09697827355878225,0.9999999999992559,0.9410147461156754,0.2290509617097515
