,0.7,0.58,0.52
0.005,0.9999999996614545,0.7258640735449817,0.027023823731472735
0.01263157894736842,0.9999999999438132,0.8149129097735998,0.05597244485891442
0.02026315789473684,0.9999999999773811,0.853055451589478,0.07958175749062861
0.027894736842105264,0.9999999999885034,0.8765956224027578,0.1004016762104486
0.035526315789473684,0.9999999999935164,0.8932643173171289,0.1193107684136649
0.0431578947368421,0.9999999999959445,0.9056298254396202,0.13684793518596325
0.05078947368421052,0.999999999996985,0.9145203477356103,0.15292016645646572
0.05842105263157894,0.9999999999979604,0.9226045533973932,0.16844304607932903
0.06605263157894736,0.9999999999984035,0.9287101479417609,0.1829053990857045
0.0736842105263158,0.9999999999986492,0.9334770924203767,0.19649751453509784
0.08131578947368422,0.9999999999990444,0.9387940087966337,0.2101158623318313
0.08894736842105264,0.9999999999991844,0.9425091595026541,0.2228360840570548
0.09657894736842106,0.9999999999993036,0.9458122319621495,0.2350477866092396
0.10421052631578948,0.9999999999993999,0.9488367250402066,0.24686541990903735
0.1118421052631579,0.999999999999548,0.9521428266984697,0.2586970017826342
0.11947368421052632,0.9999999999995969,0.9544637988130411,0.26979173720456173
0.12710526315789472,0.9999999999996569,0.9568970958880253,0.2809785409734934
0.13473684210526315,0.9999999999996868,0.9587397846076013,0.2915063434191764
0.1423684210526316,0.9999999999997214,0.9605916225555785,0.3017166579473718
0.15,0.9999999999997872,0.9628907922178996,0.3122238152233947
