legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,2000.0,1999.9999999999993,1999.9999999874726,1999.9999991616803,1999.9999627340803,1999.9988946269186,1999.9780304441513,1999.7061611222375,1997.34216133566,1930.7063659982023,1564.9849968145268,1121.2218432223192,1005.8574965673178,1000.0488807554967,1000.0000577661243,1000.0000000079444
bravo    | p=0.55 | alpha=0.8250652465820312,1999.9996732107095,1998.7295059720168,1957.2656231870073,1857.8963816752535,1663.4024238034253,1409.800339875683,1189.7071788115743,1062.8346193284642,1014.416040815887,1000.2308084188061,1000.0006772563761,1000.000000324263,1000.000000000022,999.9999999999993,1000.0000000000001,999.9999999999993
bravo    | p=0.51 | alpha=0.3395588073730468,1999.9999419087903,1999.585659856055,1979.546876834298,1918.5926700295427,1772.35315962909,1538.6056120430449,1289.84429679842,1113.892436212007,1031.425736070749,1000.7464900195706,1000.0033202690025,1000.0000024474714,1000.000000000264,999.9999999999993,1000.0000000000001,999.9999999999993
