legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,22000.0,21999.99999999998,21999.999999736927,21999.99998239529,21999.99921741567,21999.9767871425,21999.53862843154,21993.82717975516,21943.996164108365,20436.673119063456,10714.404169355643,1719.4428497223607,1007.4521533525887,1000.0489757095324,1000.0000577662087,1000.0000000079267
bravo    | p=0.55 | alpha=0.8250652465820312,21999.993137421014,21973.248087458305,21040.603979964344,18502.65993070523,13051.02878056103,6442.834685263984,2398.002060109794,1202.7747743144023,1021.6758153083766,1000.2322731308177,1000.0006772639034,1000.0000003242363,1000.0000000000132,999.999999999986,1000.0000000000023,999.999999999986
bravo    | p=0.51 | alpha=0.3395588073730468,21999.99877913644,21988.75173450185,20908.011671799166,17124.7868347226,10068.299827579363,4050.540652302164,1659.7814612227367,1138.4250739636554,1032.124309296064,1000.7465294524786,1000.0033202690425,1000.0000024474447,1000.0000000002551,999.999999999986,1000.0000000000023,999.999999999986
