,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=0.06947393798828123,8,0.0036903559373749,0.005072748134310189,0.007993149055216694,0.01067566824468442,0.01411510491466823,0.021087724450300913,0.05626430018009071
bravo    | p=0.7 | alpha=0.06947393798828123,11,0.0036365367891261027,0.005204465282868855,0.008632580559573567,0.01185959046869953,0.016052150153176185,0.02461523972513628,0.06651995972910636
bravo    | p=0.7 | alpha=0.06947393798828123,13,0.005919475805290759,0.008470298217482108,0.01395787188267234,0.019010819353813768,0.02542101673030782,0.038016471389834446,0.09179136720639912
bravo    | p=0.7 | alpha=0.06947393798828123,16,0.003749162547398071,0.0055892195220231386,0.009703049063622236,0.013599349327930138,0.018621652211486473,0.028591805911181153,0.06988829311176509
bravo    | p=0.7 | alpha=0.06947393798828123,18,0.0053036903209217195,0.00790669625701705,0.013638326459769982,0.01895053535680775,0.025634052991272853,0.03837410253591027,0.08366624117921777
bravo    | p=0.7 | alpha=0.06947393798828123,21,0.0031128062359101812,0.004838014963435513,0.008798855153657994,0.012586238331567922,0.017439604993355173,0.026811669691493484,0.0591488296509114
bravo    | p=0.7 | alpha=0.06947393798828123,24,0.002083781496907992,0.003378262529671131,0.006482321191671329,0.009549146292053404,0.013557445445849085,0.021412765768682993,0.04780431342676071
bravo    | p=0.7 | alpha=0.06947393798828123,26,0.0029738671758477724,0.004822988189036427,0.009198126181251182,0.013434257644403308,0.018840927994830378,0.029004475716547278,0.05761814069882071
bravo    | p=0.7 | alpha=0.06947393798828123,29,0.001752305201694234,0.0029664873243672382,0.005974177138749247,0.008989729246511459,0.012922643075279043,0.0204432146874854,0.041075163814122136
bravo    | p=0.7 | alpha=0.06947393798828123,31,0.00242377915567921,0.004105450598580709,0.008218716384394538,0.012261774695743138,0.017410072754763042,0.02683804445847019,0.04789564147867799
bravo    | p=0.7 | alpha=0.06947393798828123,34,0.0014026788017741504,0.0024819072872428985,0.005251292962093439,0.008075418394363876,0.011756435055612493,0.018629074007116612,0.033606566500481765
bravo    | p=0.7 | alpha=0.06947393798828123,36,0.0019281559954810903,0.0034142054069103596,0.00718195503268293,0.010950240400515203,0.0157450412914759,0.024304912327915536,0.0388717445707765
bravo    | p=0.7 | alpha=0.06947393798828123,39,0.0011096015245402762,0.0020540229324496465,0.004570800339501083,0.007186598351543781,0.010598832242776558,0.016823127256532067,0.027181514053103675
bravo    | p=0.7 | alpha=0.06947393798828123,41,0.0015242110799104727,0.002824179560025374,0.006249133242235635,0.00974171380898522,0.014188822987824869,0.021933574664189763,0.031358227181301414
bravo    | p=0.7 | alpha=0.06947393798828123,44,0.0008752755845726333,0.001696774908072294,0.003975518801257198,0.006393901338594885,0.009555350084059463,0.015193023783466056,0.0219300225935398
bravo    | p=0.7 | alpha=0.06947393798828123,46,0.0012036731290618855,0.0023360900292337568,0.0054434146622931645,0.008680230060609504,0.01281017054775197,0.01983097122049308,0.025278833721754306
bravo    | p=0.7 | alpha=0.06947393798828123,49,0.0006905534717374545,0.0014033393403993033,0.0034658286729929125,0.005704738561346918,0.008641486681959108,0.013764210603240897,0.017702266788593345
bravo    | p=0.7 | alpha=0.06947393798828123,51,0.0009513209679757932,0.0019359348615185484,0.004755792605169646,0.007761461869699901,0.011609291744861406,0.01799842452534222,0.020400795716815467
bravo    | p=0.7 | alpha=0.06947393798828123,54,0.0005454541806067248,0.0011632408212469592,0.003031779416167661,0.005109819063120119,0.007848027269112517,0.012522915317012391,0.014311312268090303
bravo    | p=0.7 | alpha=0.06947393798828123,56,0.000752893241964563,0.0016082145724375667,0.004170030316815704,0.006968582747384534,0.010567572594820416,0.016408082063027473,0.01649135737671111
bravo    | p=0.7 | alpha=0.06947393798828123,59,0.00043142991740561176,0.0009665927179114848,0.002661835118265347,0.004596196434685871,0.007159627510932471,0.011445503318113087,0.011589802762326363
bravo    | p=0.7 | alpha=0.06947393798828123,61,0.0005966554061994525,0.0013392495352159454,0.0036698646355857734,0.006283061791607293,0.009662848105811193,0.015026441285738348,0.013353122012210955
bravo    | p=0.7 | alpha=0.06947393798828123,64,0.0003416510789234963,0.00080506429916298,0.0023454278938155855,0.004151328727383231,0.006560773219211106,0.010507926850148978,0.009400497844964745
