,0.7,0.58,0.52
0.005,0.0007321205966183039,0.0007321205966183039,0.0007321205966183039
0.01263157894736842,0.0034095392999539836,0.0034095392999539836,0.0034095392999539836
0.02026315789473684,0.007004299487753165,0.007004299487753165,0.007004299487753165
0.027894736842105264,0.011290011700763157,0.011290011700763157,0.011290011700763157
0.035526315789473684,0.01601510264820633,0.01601510264820633,0.01601510264820633
0.0431578947368421,0.021193944849779586,0.021193944849779586,0.021193944849779586
0.05078947368421052,0.02631418546239301,0.02631418546239301,0.02631418546239301
0.05842105263157894,0.03213925908300028,0.03213925908300028,0.03213925908300028
0.06605263157894736,0.03781552206673655,0.03781552206673655,0.03781552206673655
0.0736842105263158,0.04346422882937555,0.04346422882937555,0.04346422882937555
0.08131578947368422,0.049709173453821656,0.049709173453821656,0.049709173453821656
0.08894736842105264,0.05598244192552393,0.05598244192552393,0.05598244192552393
0.09657894736842106,0.061884302712558986,0.061884302712558986,0.061884302712558986
0.10421052631578948,0.06830173164478551,0.06830173164478551,0.06830173164478551
0.1118421052631579,0.07487404370643776,0.07487404370643776,0.07487404370643776
0.11947368421052632,0.08139077490565383,0.08139077490565383,0.08139077490565383
0.12710526315789472,0.08789895802557388,0.08789895802557388,0.08789895802557388
0.13473684210526315,0.09440460309503444,0.09440460309503444,0.09440460309503444
0.1423684210526316,0.10120628200525443,0.10120628200525443,0.10120628200525443
0.15,0.10813225877379729,0.10813225877379729,0.10813225877379729
