,0.7,0.58,0.52
0.005,0.989942606718092,0.17151295646229878,0.011915989811100475
0.01263157894736842,0.9941070508092337,0.24038707279067398,0.02525273572285479
0.02026315789473684,0.9955481673930939,0.2843743712610161,0.03747997441593147
0.027894736842105264,0.9965476307902638,0.318459622219007,0.04873424555335228
0.035526315789473684,0.9969921240454656,0.3443749452236216,0.05922914150909843
0.0431578947368421,0.9973145226207086,0.36738132176267535,0.06967103107598671
0.05078947368421052,0.997608813987564,0.3876790448440234,0.0794955975524065
0.05842105263157894,0.9979798769108955,0.406869385909205,0.08874153767212584
0.06605263157894736,0.9981507700950366,0.423137952613975,0.09721257745364263
0.0736842105263158,0.9982623616387132,0.43934055912626574,0.10832712663759607
0.08131578947368422,0.9984008639881604,0.45086876696975786,0.114450669908908
0.08894736842105264,0.998499594500555,0.4659459037548411,0.12520003444566408
0.09657894736842106,0.9985825117043752,0.4769833046808888,0.13322437083282565
0.10421052631578948,0.9986615311627848,0.49028464189242466,0.1433092756668563
0.1118421052631579,0.998747889256155,0.49750683468046786,0.14653083963183294
0.11947368421052632,0.9988111134496348,0.5122121715993838,0.1607001335538895
0.12710526315789472,0.9988796054448683,0.5202624266429172,0.16547958803629337
0.13473684210526315,0.9990012313016069,0.5319005597312174,0.1759969497201604
0.1423684210526316,0.9990421336350375,0.5424899446080506,0.18598602830354186
0.15,0.9990826560188593,0.5489091183449184,0.19000523418455117
