,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.05,5,0.03062563759309363,0.018002909142623022,0.02492920854819782,0.03062563759309363,0.03384002868861277,0.03731882391584789,0.041078009405747955,0.045134203036004725,0.04950466667420665,0.05420731842099268,0.0646842132670502,0.07672182228015156,0.09048836345693256,0.10616372986561622,0.1239398814269387,0.14402123669507472,0.16662506463856377
max_sprt | alpha=0.05,9,0.00937590431243623,0.004383535289913563,0.00700079424572301,0.00937590431243623,0.010789807037886623,0.012372556425146805,0.014138258070774932,0.01610145037974231,0.01827701765674548,0.020680086104299566,0.026229684397944757,0.03287090841941775,0.04071816712964606,0.04987225978726415,0.06041109749191333,0.07237821366731402,0.08576875027452854
max_sprt | alpha=0.05,13,0.0034150821953600526,0.0012649460757180777,0.002335715140159004,0.0034150821953600526,0.004095874546974793,0.004886710510085831,0.005800561401158506,0.006851105007896317,0.008052618393849426,0.009419837559958514,0.012711529447028889,0.016845488837445185,0.021932579647981412,0.028062977765294463,0.0352906217474718,0.04361440971858254,0.0529565580036918
max_sprt | alpha=0.05,16,0.002797882498058262,0.0009141759836836552,0.001827307694726056,0.002797882498058262,0.003427289508516684,0.004171059344793385,0.005044079919513319,0.006062010900643179,0.007241081390762863,0.008597828007902925,0.011910004179479732,0.016122816490664486,0.021337168590433695,0.027609892917255248,0.03492916200025383,0.04318755318539783,0.052155442620720215
max_sprt | alpha=0.05,19,0.0021011319959471893,0.000604621505613555,0.00130962110448656,0.0021011319959471893,0.002629451280537709,0.003265076323678978,0.004023562655093391,0.004921326980851153,0.005975369480080741,0.007202909321766762,0.010245606519688791,0.01417168952898498,0.01906747203078469,0.024955389518971687,0.03176270966320926,0.03929073626534467,0.047190297019472534
max_sprt | alpha=0.05,21,0.0031677785314670934,0.0008973682128637604,0.0019672821621674985,0.0031677785314670934,0.003966358069926024,0.00492345452128868,0.006059841468363114,0.007396552537704859,0.008954243324142021,0.010752416486934842,0.015136870403547635,0.020645293735447715,0.02728516496198344,0.034936175916016395,0.04331463830745622,0.05195132541383576,0.06019340059397384
max_sprt | alpha=0.05,24,0.001942008714952996,0.00048339546013991967,0.0011500539566084997,0.001942008714952996,0.002485057937998307,0.0031484180485120096,0.003950013929854023,0.004908226578006713,0.0060412880458099475,0.007366525794415213,0.010652748259317793,0.014849743554216496,0.01995592042435037,0.025845689766701624,0.032236740450290895,0.038675359851309085,0.04455188484246965
max_sprt | alpha=0.05,27,0.0013360078617212726,0.00029171614200188917,0.0007539893808206161,0.0013360078617212726,0.0017476836229567993,0.002260521840562984,0.0028915733802957907,0.0036586000124597283,0.0045794655339921175,0.005671348485023978,0.008427486675617503,0.01201003187371566,0.016414719850740937,0.021506951810312255,0.026988453660697322,0.03238799296647376,0.03709050103454357
max_sprt | alpha=0.05,29,0.0019486491143710348,0.00041825355161363736,0.001095213913491227,0.0019486491143710348,0.0025509277427688505,0.003298879037642555,0.004215272647809498,0.0053229247219949575,0.0066435772599793864,0.008196525729769139,0.012054477695088975,0.016937527815046573,0.022733854899904926,0.029129748895504966,0.03558916684316356,0.04138242784780233,0.045677591729822956
max_sprt | alpha=0.05,32,0.0011692641796236638,0.00021961925283275915,0.0006257392641706337,0.0011692641796236638,0.0015653504663903427,0.00206739061127848,0.002694268869137985,0.0034653542078929003,0.004399560224836384,0.005514148312265104,0.008336430746589667,0.011978255013182311,0.01635415493305987,0.021200492294795377,0.02605765543901881,0.030301955984302784,0.033239508238512794
max_sprt | alpha=0.05,35,0.0007966733428735263,0.0001307120947789675,0.0004056924402895198,0.0007966733428735263,0.001091037947801005,0.001472011388482206,0.0019570326997307426,0.0025644147591281446,0.0033124824191332687,0.004218424575491835,0.006558211276332596,0.009639002095582503,0.013389702076601404,0.017563316111589778,0.021718874538172277,0.02525865706853129,0.027533115515346103
max_sprt | alpha=0.05,37,0.001162272954871455,0.00018716547079791667,0.0005891277369890803,0.001162272954871455,0.001593197591685739,0.0021495173506939974,0.0028551302727060244,0.0037343164665068645,0.00481023326440946,0.006103006750654684,0.009390643637091377,0.013606688928908975,0.018557623773657543,0.023796415431109573,0.02863460689225605,0.032243795362955685,0.03384549266986497
max_sprt | alpha=0.05,40,0.0006961559015869888,9.767772122208818e-05,0.0003354669876392711,0.0006961559015869888,0.0009765700986383275,0.0013464672991438456,0.0018251409099450285,0.0024327581101371864,0.0031891763376736587,0.004112367978902187,0.006509621034236034,0.009651061094263707,0.013394538873836395,0.017380441013116907,0.02104031106987185,0.02368939692891098,0.02470078569000385
max_sprt | alpha=0.05,42,0.000982370640595795,0.00013516256587737749,0.00047106003989985364,0.000982370640595795,0.0013795077182710033,0.0019022061268840751,0.002576253190911485,0.00342775460130974,0.004481196867495995,0.005756980765504915,0.009019056794289153,0.013180769095787264,0.017957083887407754,0.022771511524829324,0.0268135996137663,0.029215225858142242,0.029314646374024856
max_sprt | alpha=0.05,45,0.0005763187370166242,6.890844759993728e-05,0.0002624817012086912,0.0005763187370166242,0.0008285660629601995,0.001168012024021885,0.0016148993016483796,0.0021903918000420928,0.0029151112967520476,0.003807175687371507,0.006138542507678297,0.00918204629100949,0.012732025314244659,0.016338921322103538,0.019353815079928727,0.02108010307292975,0.02100314360683376
max_sprt | alpha=0.05,47,0.0008062464062846011,9.444166563044285e-05,0.0003652829151102891,0.0008062464062846011,0.00116047576181361,0.0016362142465122193,0.002260489595725475,0.0030607114746216547,0.0040623408193548064,0.005285893643205542,0.008434707713137935,0.01243522468734119,0.01692245232139648,0.021216720095406153,0.024434941774562985,0.02574144959201305,0.024663961164935636
max_sprt | alpha=0.05,49,0.0009747320062497189,0.0001118374803327237,0.00043929054751408355,0.0009747320062497189,0.0014046297164361054,0.001980845548824687,0.002734476487040574,0.003695990852866419,0.004892096374875053,0.006341865708414129,0.01001422705420974,0.014549673183436918,0.019428497813477826,0.023792920744740993,0.026634978452913634,0.027129687901808724,0.024987154113640647
max_sprt | alpha=0.05,52,0.0005367945060706272,5.333535954918845e-05,0.0002294947440610398,0.0005367945060706272,0.0007923846899751888,0.0011429478675933405,0.0016114311927821138,0.0022212554336238652,0.0029941061402323863,0.00394705122156565,0.006417793598375605,0.009546791821536647,0.012976895738332321,0.016081739724719935,0.01810567515373307,0.018427252417786925,0.01684075011334206
max_sprt | alpha=0.05,54,0.0007305429106094143,7.102836559338868e-05,0.00031058191661501256,0.0007305429106094143,0.001079784007483274,0.0015579628234734303,0.0021950245558385348,0.0030205724449161933,0.0040605518075765715,0.005333080902695205,0.00858077516175742,0.012577597812619816,0.016772310727968514,0.020295921793481303,0.022200944864735395,0.021834323925253713,0.019167563639060338
max_sprt | alpha=0.05,57,0.0004153539082316259,3.487191578246203e-05,0.00016734353774306844,0.0004153539082316259,0.0006291505281965914,0.0009288683284738287,0.0013370900446457515,0.0018771030034952423,0.0025705228476671704,0.0034341309399247683,0.005692108869665913,0.008545155609494851,0.011601810442437037,0.014207569194739785,0.015628640665816103,0.015354494193670609,0.013369219067276006
max_sprt | alpha=0.05,59,0.0005723078815416433,4.6970043647955936e-05,0.0002292138958627374,0.0005723078815416433,0.0008681331161155765,0.0012822213026581026,0.0018446069828690183,0.002585366573909078,0.0035310235940716316,0.004699935073605251,0.00770851444853492,0.01140153767539255,0.015182887168691159,0.018149236042238528,0.019388516896508227,0.018396074295980485,0.015374305765069344
max_sprt | alpha=0.05,61,0.0006836503927849223,5.483629926773065e-05,0.0002721712772676177,0.0006836503927849223,0.001038524250229022,0.0015345180170568044,0.0022061995766590424,0.003087076940095906,0.004204947065789298,0.00557613071944859,0.009048822363395638,0.01318470716966021,0.017217362619053433,0.020085317488613922,0.02083161243238449,0.019081553778017138,0.015300066024209249
