legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bayesian | a=1 | b=1 | critical_value=0.002136230469745728,0.0492322909017072,0.9999999999999976,1.0000000000000004,0.9999999999999998,0.9999999999999997,1.0,1.0
