legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,14.0,17.0,19.0,19.0,19.0,22.0,22.0,25.0,27.0,35.0,40.0,35.0,30.0,25.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,137.0,200.0,284.0,343.0,387.0,383.0,332.0,276.0,227.0,169.0,135.0,112.0,97.0,84.0,76.0,70.0
bravo_without_replacement | p=0.51 | alpha=0.05,1179.0,1564.0,1626.0,1616.0,1578.0,1504.0,1384.0,1219.0,1059.0,814.0,664.0,562.0,483.0,427.0,383.0,347.0
