legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,47.0,62.0,75.0,82.0,95.0,110.0,130.0,160.0,203.0,387.0,717.0,480.0,228.0,140.0,97.0,75.0
bravo_without_replacement | p=0.55 | alpha=0.05,330.0,612.0,1140.0,1442.0,1585.0,1577.0,1409.0,1087.0,780.0,463.0,320.0,242.0,194.0,160.0,137.0,118.0
bravo_without_replacement | p=0.51 | alpha=0.05,1795.0,1959.0,1967.0,1965.0,1961.0,1947.0,1915.0,1831.0,1638.0,1209.0,943.0,768.0,648.0,560.0,492.0,437.0
