legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.055876708984374995,76.0,101.0,126.0,989.0,974.0,958.0,943.0,927.0,912.0,882.0,853.0,735.0,394.0,249.0,171.0,126.0
bravo_without_replacement | p=0.55 | alpha=0.053681640625,333.0,506.0,704.0,989.0,974.0,956.0,841.0,711.0,600.0,439.0,335.0,265.0,218.0,181.0,157.0,137.0
bravo_without_replacement | p=0.52 | alpha=0.053681640625,547.0,754.0,936.0,989.0,940.0,850.0,759.0,681.0,613.0,503.0,421.0,362.0,315.0,277.0,248.0,222.0
