legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,3.796689861926801e-07,3.63094337427843e-05,0.0004513218659845789,0.0013707383086438033,0.003783101700051458,0.009523645542582528,0.021972853725604397,0.04669660004898079,0.09172993374736248,0.2780298817882725,0.5882736658046203,0.8635748577176044,0.9781728109378184,0.9985416339660629,0.9999640093428527,0.9999997091752647
bravo    | p=0.55 | alpha=0.211482666015625,0.00022887836287837206,0.0070290576384476255,0.047135908426119935,0.10468047132942343,0.2050857715126777,0.35150049667032746,0.5275553738908018,0.7005016862754033,0.8383589044460161,0.9728595990389555,0.9979953681007003,0.9999401438359825,0.999999332126732,0.999999997440632,0.999999999996947,0.9999999999999986
bravo    | p=0.52 | alpha=0.33946734619140617,0.00015155430840563486,0.006708733426404752,0.05278570989392041,0.1203265054282056,0.2355435590113191,0.3964471275050608,0.5791975279537603,0.7472125268860793,0.8717668210860984,0.981323511408097,0.9988236707484485,0.9999704059689459,0.9999997244660589,0.999999999126831,0.999999999999146,0.9999999999999992
