legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,5499.998006737848,5499.809375795788,5497.630617213042,5492.804168947912,5480.142917177165,5450.027025699114,5384.774463188434,5255.382547835995,5020.211196291731,4051.0233850172904,2439.835357999888,1000.31122458346,384.16290687278865,263.40767156331634,251.12250538884206,250.08814052224733
bravo    | p=0.55 | alpha=0.211482666015625,5498.79990517086,5463.439417483854,5256.861495806167,4961.71909936863,4447.442793518071,3697.1334667836854,2792.38183913748,1898.033313385922,1176.4597144636396,444.29703122197543,280.68396789344325,255.24013887210964,250.77119541563926,250.0743446463476,250.00428029432535,250.0001390017364
bravo    | p=0.52 | alpha=0.33946734619140617,5499.208353946627,5465.487372507423,5230.562340288761,4886.967557050221,4300.741867317685,3480.4841907391174,2544.701607809566,1676.8268819632642,1022.444419446904,412.4834178504643,282.0092888901095,256.89463405059314,251.13968774686919,250.12020123216686,250.007583632012,250.00027109621908
