legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,250.00006611906966,250.0088940267236,250.12631663821816,250.39764577163345,251.11049154076235,252.74735105960195,256.00492086759004,261.5575457865899,269.5503080850634,288.4140882160801,298.05944089894655,289.4629687239341,270.0068577632749,255.7596495624351,250.9335880392639,250.08661371757938
bravo    | p=0.55 | alpha=0.211482666015625,256.62612207168866,298.65091500093695,341.75626794328383,357.867052036568,367.72193546902014,370.94171901775655,367.61334475010335,358.0185355928534,342.85278941083567,303.2552962705707,270.20014427570607,254.926188873787,250.76768959370207,250.07433120985442,250.00428027829594,250.00013900173056
bravo    | p=0.52 | alpha=0.33946734619140617,276.4859890670602,355.5673181559345,395.63254424905364,405.25848176026574,408.55051305103285,405.96432878655537,397.5984019973794,383.41940147957513,363.81510255839333,315.6581157935586,275.8639848814405,256.73946483548974,251.13824150730662,250.12019664813465,250.00758362753152,250.00027109621735
