legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | min_stop=50 | alpha=0.112216796875,498.4110816758329,492.33819768642775,479.32912517544617,466.27240566940014,444.9336447855146,409.9353996190584,353.98885775309395,278.8601003769389,218.33457621130512,145.49447900863805,106.07674797313804,83.21156327776698,69.43870642567813,61.05112254854322,56.005407228444525,53.07014922911185
