legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,2.5492715933611144e-13,2.3259496221201005e-09,3.6103801637719035e-07,3.332635159219452e-06,2.5287791607745954e-05,0.00015822372149793912,0.0008198909259690922,0.003545978956401485,0.012983037361592857,0.11539150780158892,0.5592228607159365,0.9661855060780841,0.9998811072046088,0.9999999900767665,0.9999999999999871,0.9999999999999999
bravo    | p=0.55 | alpha=0.05,9.481395118317001e-07,0.00038380809033098604,0.01173341139764318,0.0561045724185902,0.20665908624180246,0.5077112809266957,0.8154536557072052,0.9642473897458285,0.9967635282550681,0.9999978617863382,0.9999999999617479,0.9999999999999996,0.9999999999999997,0.9999999999999989,1.0,1.0
bravo    | p=0.51 | alpha=0.05,3.179508535880527e-17,2.8405216883273915e-09,3.615380694464006e-05,0.001217265063640646,0.01822683289401822,0.12499859448085081,0.4180884421312638,0.7701304848892065,0.9543281969378727,0.9998396370210609,0.9999999837397789,0.9999999999999618,0.9999999999999992,0.9999999999999992,0.9999999999999998,1.0
