,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,37,3.644358429095408e-12,6.321394958659643e-14,7.590750496829516e-13,3.644358429095408e-12,7.793781796503721e-12,1.6414450439746683e-11,3.4065759031879075e-11,6.97061046101703e-11,1.407077021275929e-10,2.8033639091364863e-10,1.0719330587858922e-09,3.910843413470895e-09,1.365736644230538e-08,4.578266036331119e-08,1.4770599133231297e-07,4.5970580966650516e-07,1.3831748483222386e-06
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,39,3.3695541829842165e-11,5.734902407778328e-13,6.983805753053955e-12,3.3695541829842165e-11,7.214493198241329e-11,1.5199002276343428e-10,3.152558920551439e-10,6.441648088785525e-10,1.2973229905006332e-09,2.5765240944583794e-09,9.763761218416421e-09,3.517541084406285e-08,1.2084243795943498e-07,3.969366527545167e-07,1.2495839557476832e-06,3.7778204088577403e-06,1.0987837580129933e-05
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,41,1.6840320027679843e-10,2.8121013393395896e-12,3.4730989250326736e-11,1.6840320027679843e-10,3.609874146071119e-10,7.607343148538016e-10,1.5770175724059199e-09,3.2177238755675132e-09,6.465465392824525e-09,1.2799841927633813e-08,4.806908266519108e-08,1.7099513910967243e-07,5.778525685097179e-07,1.8597198126951202e-06,5.7120355042717025e-06,1.6772677421376326e-05,4.7149466591566076e-05
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,43,6.038768672717713e-10,9.892843354741423e-12,1.2392339066219606e-10,6.038768672717713e-10,1.295986790522085e-09,2.73195640259696e-09,5.660198509306364e-09,1.1532401706200105e-08,2.3118864010861242e-08,4.562304049505868e-08,1.697880677679243e-07,5.963448636435802e-07,1.9822241596047327e-06,6.249896154493901e-06,1.8726947091454405e-05,5.340173027328786e-05,0.00014506488305975564
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,45,1.740884937829075e-09,2.797691152633975e-11,3.5547082420941486e-10,1.740884937829075e-09,3.740544692207567e-09,7.887526563043554e-09,1.633247782439587e-08,3.322870529958753e-08,6.645866967069993e-08,1.3073036072475645e-07,4.821081072368378e-07,1.6717967273417968e-06,5.465495773608245e-06,1.688106032417732e-05,4.9339645843349236e-05,0.00013661614269439872,0.00035856684596805293
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,48,2.0608022108906236e-09,2.8938917855742378e-11,4.004042673225027e-10,2.0608022108906236e-09,4.529979294223282e-09,9.759276022913037e-09,2.061926018408772e-08,4.2747877373270476e-08,8.701104823873658e-08,1.7396683813404948e-07,6.60260338201654e-07,2.3443965158604873e-06,7.807827569635221e-06,2.4439039311365037e-05,7.199806641142899e-05,0.0001998099183442429,0.0005224918903883576
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,50,5.017481878954768e-09,6.908779000638109e-11,9.698743312422383e-10,5.017481878954768e-09,1.1042894883354581e-08,2.3798944275189443e-08,5.0255441767010456e-08,1.0404241931412966e-07,2.1128587926516103e-07,4.2108946123496193e-07,1.5836736636034481e-06,5.551514265558232e-06,1.818299405039696e-05,5.574615477105673e-05,0.00016016916306599643,0.000431514238488341,0.001089921053530986
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,52,1.0331393611340026e-08,1.3947858649143805e-10,1.9867644358119298e-09,1.0331393611340026e-08,2.2766460707898063e-08,4.9082230439314356e-08,1.0359019447513708e-07,2.1415552108437275e-07,4.3389561752605195e-07,8.619758672433575e-07,3.2122706444857945e-06,1.1116390058420081e-05,3.580476155492571e-05,0.00010750922757526765,0.0003012224862670623,0.0007877042666065801,0.0019214430423461356
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,54,1.9431026305565027e-08,2.571821994968003e-10,3.717333412393253e-09,1.9431026305565027e-08,4.287203708057233e-08,9.246078075899157e-08,1.9503829598521201e-07,4.02634692114224e-07,8.138772030214417e-07,1.6116426368709676e-06,5.951062049362886e-06,2.0329552857984868e-05,6.438667204276618e-05,0.00018932847145254524,0.0005172318429841002,0.0013126827451429544,0.0030918253339179145
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,56,3.414890780970907e-08,4.430795241700032e-10,6.4990717039247715e-09,3.414890780970907e-08,7.543957989250068e-08,1.627563791388693e-07,3.431368451018119e-07,7.073538125926524e-07,1.4265001198873328e-06,2.8156309924175694e-06,1.0301324650323262e-05,3.473631793198953e-05,0.00010817102209761376,0.00031146206586900435,0.0008295676954597054,0.0020429782886664766,0.004645534331498232
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,58,5.678064437460319e-08,7.221506332844379e-10,1.0749887754646533e-08,5.678064437460319e-08,1.255940696430216e-07,2.710590250373488e-07,5.711618802400679e-07,1.1757201581269646e-06,2.365495855966691e-06,4.65386924045733e-06,1.6869643690149533e-05,5.614737724925828e-05,0.0001719029261904653,0.0004846305350963744,0.0012582997331603272,0.0030065723203799664,0.006599114271591519
