legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,1000.0,1000.0,1000.0,973.0,897.0,796.0,691.0,596.0,514.0,393.0,306.0,247.0,206.0,175.0,150.0,132.0
bayesian | a=500 | b=500 | critical_value=0.005981445313488036,1000.0,1000.0,1000.0,972.0,895.0,797.0,699.0,616.0,542.0,430.0,352.0,295.0,253.0,220.0,194.0,172.0
bayesian | a=1000 | b=1000 | critical_value=0.006469726563487059,1000.0,1000.0,1000.0,971.0,895.0,799.0,708.0,624.0,554.0,444.0,369.0,312.0,270.0,237.0,209.0,188.0
