legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.06943880641460418,39.0,49.0,56.0,61.0,69.0,76.0,86.0,102.0,119.0,177.0,306.0,298.0,172.0,114.0,81.0,64.0
bravo    | p=0.55 | alpha=0.17855664062499998,124.0,172.0,227.0,267.0,315.0,385.0,467.0,427.0,351.0,246.0,183.0,143.0,115.0,96.0,84.0,73.0
bravo    | p=0.52 | alpha=0.40781933593749997,158.0,219.0,291.0,340.0,405.0,470.0,444.0,374.0,317.0,238.0,185.0,150.0,125.0,107.0,95.0,83.0
