legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.06943880641460418,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,298.0,172.0,114.0,81.0,64.0
bravo    | p=0.55 | alpha=0.17855664062499998,500.0,500.0,500.0,500.0,500.0,500.0,500.0,427.0,351.0,246.0,183.0,143.0,115.0,96.0,84.0,73.0
bravo    | p=0.51 | alpha=0.6117167968749999,500.0,500.0,500.0,500.0,500.0,494.0,427.0,365.0,312.0,235.0,189.0,155.0,128.0,112.0,98.0,86.0
