legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.06943880641460418,13.0,13.0,13.0,16.0,16.0,16.0,19.0,21.0,21.0,26.0,31.0,31.0,26.0,21.0,19.0,16.0
bravo    | p=0.55 | alpha=0.17855664062499998,54.0,67.0,82.0,92.0,105.0,124.0,151.0,136.0,113.0,86.0,69.0,59.0,52.0,46.0,42.0,38.0
bravo    | p=0.52 | alpha=0.40781933593749997,74.0,99.0,121.0,142.0,166.0,205.0,187.0,154.0,132.0,105.0,87.0,72.0,64.0,58.0,52.0,48.0
