legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.06943880641460418,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,212.0,59.0,39.0,31.0,26.0,21.0,19.0,16.0
bravo    | p=0.55 | alpha=0.17855664062499998,500.0,500.0,500.0,500.0,500.0,244.0,172.0,136.0,113.0,86.0,69.0,59.0,52.0,46.0,42.0,38.0
bravo    | p=0.51 | alpha=0.6117167968749999,500.0,500.0,500.0,500.0,342.0,241.0,195.0,163.0,138.0,110.0,92.0,80.0,70.0,62.0,56.0,52.0
