legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.19289318084716797,979.6697518655807,958.932292389511,935.3457390863138,918.969583754756,898.361402225975,872.2551201953115,838.942798865511,796.1235659882778,740.7250626151553,575.6484460188041,314.6312934802529,113.43990818817402,74.45735347356764,54.694938572500014,43.11302624217537,35.70713736131661
bravo    | p=0.55 | alpha=0.22221411132812502,998.4111290135509,988.3666739166133,956.8072831332505,916.691872597076,839.3440717821298,691.7634104339326,428.8990509828435,250.84241288404266,203.9727877887636,146.18494644248875,112.92700677990518,91.89296845517286,77.70067019426604,67.62126299974277,60.13358815745116,54.349529149392225
bravo    | p=0.52 | alpha=0.44202581787109374,999.5289026559556,993.0846857242257,959.9983430079836,905.1270090303672,776.2633914598273,508.84333358601657,290.02617858123153,239.78142325255646,203.40008130855222,155.22197462049832,125.28948935533067,105.00917945458298,90.37892215733423,79.42848325736858,71.05376340432304,64.50918933329179
