legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,19.0,25.0,30.0,32.0,35.0,37.0,42.0,47.0,52.0,67.0,80.0,72.0,57.0,42.0,35.0,30.0
bravo    | p=0.55 | alpha=0.05,177.0,268.0,354.0,388.0,409.0,413.0,396.0,365.0,322.0,238.0,181.0,148.0,122.0,106.0,93.0,82.0
bravo    | p=0.51 | alpha=0.05,701.0,713.0,715.0,715.0,715.0,715.0,715.0,713.0,709.0,699.0,675.0,622.0,550.0,479.0,425.0,382.0
