legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,82.0,115.0,145.0,168.0,198.0,239.0,294.0,372.0,478.0,654.0,699.0,679.0,541.0,327.0,208.0,148.0
bravo    | p=0.55 | alpha=0.05,474.0,701.0,737.0,739.0,741.0,741.0,741.0,737.0,731.0,668.0,493.0,360.0,278.0,226.0,188.0,158.0
bravo    | p=0.51 | alpha=0.05,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,748.0,730.0,655.0,570.0,501.0
