legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,32.0,40.0,47.0,52.0,57.0,65.0,75.0,87.0,105.0,153.0,198.0,171.0,115.0,80.0,60.0,47.0
bravo    | p=0.55 | alpha=0.05,238.0,379.0,499.0,541.0,560.0,565.0,550.0,516.0,461.0,337.0,247.0,192.0,156.0,133.0,114.0,99.0
bravo    | p=0.51 | alpha=0.05,726.0,734.0,736.0,738.0,738.0,736.0,736.0,736.0,734.0,728.0,713.0,677.0,602.0,523.0,463.0,412.0
