legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,10651.350604888166,10502.67512151443,10295.123703155228,10133.465286772278,9914.535526310747,9617.989767538766,9216.263817708115,8672.400627600937,7939.228704855423,5729.79562808529,2821.3470082347862,757.9987012649258,147.63935143229847,65.96054645901366,48.10682960470346,38.23198285371115
bravo    | p=0.55 | alpha=0.05,10749.058399797656,10714.368524953008,10420.566255992599,9893.679958901786,8835.512632629392,7139.045106572673,5020.814714735848,2995.1669820029697,1526.1517723503307,375.3399055518096,204.1130842301569,159.18053853351785,131.60235210827955,112.1713381233018,97.73758892950677,86.59533061223885
bravo    | p=0.51 | alpha=0.05,10750.0,10749.99999998681,10749.99997876959,10749.999461181238,10749.98989756701,10749.859776797159,10748.555796689554,10738.933039959078,10686.681700127476,9868.199353629663,6526.661626250589,2328.1428224175247,716.4204319531868,488.33519029776505,429.010568375538,385.0666284578669
