legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,15.0,20.0,20.0,490.0,480.0,470.0,460.0,450.0,440.0,100.0,60.0,45.0,35.0,30.0,25.0,20.0
bravo_without_replacement | p=0.55 | alpha=0.05,110.0,145.0,185.0,490.0,365.0,270.0,220.0,195.0,165.0,135.0,110.0,100.0,90.0,80.0,70.0,65.0
bravo_without_replacement | p=0.51 | alpha=0.05,325.0,395.0,465.0,470.0,440.0,410.0,390.0,370.0,345.0,320.0,290.0,270.0,250.0,235.0,220.0,205.0
