legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,19.0,24.0,27.0,29.0,32.0,34.0,39.0,44.0,49.0,59.0,67.0,64.0,52.0,39.0,34.0,29.0
bravo    | p=0.55 | alpha=0.088802734375,137.0,196.0,245.0,262.0,272.0,274.0,268.0,253.0,232.0,186.0,146.0,116.0,97.0,85.0,74.0,66.0
bravo    | p=0.51 | alpha=0.46830566406249996,269.0,340.0,362.0,364.0,360.0,352.0,336.0,314.0,287.0,235.0,188.0,158.0,136.0,120.0,105.0,95.0
