legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,311.0,200.0,142.0
bravo    | p=0.55 | alpha=0.088802734375,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,428.0,310.0,241.0,192.0,161.0,135.0
bravo    | p=0.52 | alpha=0.25562792968750003,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,417.0,321.0,258.0,215.0,182.0,158.0
