legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,44.0,57.0,69.0,77.0,87.0,102.0,122.0,142.0,175.0,251.0,293.0,273.0,200.0,132.0,92.0,69.0
bravo    | p=0.55 | alpha=0.088802734375,251.0,373.0,428.0,441.0,447.0,447.0,445.0,434.0,418.0,352.0,268.0,205.0,163.0,135.0,114.0,97.0
bravo    | p=0.52 | alpha=0.25562792968750003,380.0,452.0,466.0,468.0,468.0,466.0,460.0,448.0,431.0,366.0,286.0,229.0,188.0,160.0,137.0,121.0
