legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,22.0,24.0,29.0,982.0,962.0,944.0,926.0,908.0,891.0,849.0,127.0,74.0,54.0,42.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.05,153.0,223.0,315.0,981.0,921.0,549.0,400.0,319.0,264.0,194.0,153.0,129.0,111.0,96.0,86.0,78.0
bravo_without_replacement | p=0.51 | alpha=0.05,556.0,728.0,916.0,923.0,821.0,739.0,672.0,618.0,570.0,495.0,437.0,391.0,354.0,325.0,298.0,275.0
