legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,14.0,17.0,19.0,978.0,958.0,938.0,918.0,898.0,214.0,69.0,44.0,34.0,27.0,24.0,22.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,121.0,164.0,221.0,976.0,519.0,349.0,272.0,223.0,188.0,145.0,121.0,100.0,88.0,80.0,72.0,66.0
bravo_without_replacement | p=0.51 | alpha=0.05,518.0,679.0,871.0,878.0,771.0,690.0,627.0,574.0,530.0,460.0,407.0,365.0,332.0,303.0,281.0,261.0
