legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,6.790860611077127e-48,1.1638740734325854e-31,7.890114800687156e-23,5.4126809121947855e-19,1.5470599850332885e-15,1.8572162276045113e-12,9.427120656168657e-10,2.0351821293025974e-07,1.8799337567294566e-05,0.013041455639812584,0.37768617535940796,0.9478446953947887,0.9998340124408324,0.9999999886136213,0.9999999999999883,0.9999999999999991
bravo_without_replacement | p=0.55 | alpha=1,5.758761083233636e-13,9.871351443680077e-06,0.008633591023206018,0.07518046329784107,0.3102405586129733,0.6732597386634966,0.9184443333802048,0.9904284324607641,0.9995056742204523,0.9999999042105305,0.9999999999995365,0.9999999999999988,0.9999999999999999,0.9999999999999993,0.9999999999999997,0.9999999999999991
bravo_without_replacement | p=0.51 | alpha=0.3291932067871094,1.0357074752292755e-10,0.00022131354664379352,0.05192846736677497,0.24711579317083668,0.6024549825932601,0.8857244957661751,0.9842312781598952,0.9990282383197336,0.9999744212026404,0.9999999987783724,0.9999999999999981,0.9999999999999988,0.9999999999999999,0.9999999999999993,0.9999999999999997,0.9999999999999991
