,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.035722732544873875,100,0.0025110123503509895,4.224490551118571e-05,0.0005703903715182141,0.0025110123503509895,0.004903616854916234,0.009143066574269795,0.01629462500062033,0.027785328917142114,0.04537615105691111,0.0710384287503893,0.1539771054292177,0.285285935805248,0.456358474828146,0.6386872595608938,0.7962668195197615,0.9053665961246147,0.9648996456620517
bayesian | a=100 | b=100 | critical_value=0.035722732544873875,200,0.010390787879734574,1.696683305052035e-05,0.0011928628815561552,0.010390787879734574,0.025411943310081845,0.05511928933777668,0.10645505579912613,0.18383806356368515,0.2851686026534075,0.3994266800127324,0.5917620948713973,0.6350610061336749,0.5285656920229014,0.35971038528354304,0.20364491758663222,0.09463111933787907,0.035100329894548275
bayesian | a=100 | b=100 | critical_value=0.035722732544873875,300,0.01403589030255519,3.987389309574951e-07,0.0005473997689516127,0.01403589030255519,0.04630283453353952,0.11668897443053214,0.22749157905334316,0.3479559158229634,0.4245610244278849,0.42154206166943564,0.24487221368530812,0.07941589952992288,0.015074424695353474,0.001602353674169245,8.826289342752321e-05,2.284537506876025e-06,2.4443400478148353e-08
bayesian | a=100 | b=100 | critical_value=0.035722732544873875,400,0.02204618661538988,9.583059849397592e-12,7.693772434011134e-05,0.02204618661538988,0.11619095769707492,0.30936266979903143,0.4509198159133069,0.39903311964075794,0.24079371273649808,0.10781934414572739,0.009388572323991245,0.00023715853115237117,1.4084535999986703e-06,1.4813942608070056e-09,1.7897629853205892e-13,1.1788332479319437e-18,8.989558652726542e-26
bayesian | a=100 | b=100 | critical_value=0.035722732544873875,500,0.0,0.0,0.0,0.0,0.8071906476043874,0.5096859998583901,0.1988389242336039,0.04138757205545189,0.004100509125298919,0.000173485421715787,1.3690085837857416e-08,2.6509764789156395e-15,0.0,0.0,0.0,0.0,0.0
bayesian | a=500 | b=500 | critical_value=0.05413055420011048,100,0.0005580189785616662,5.80116479387042e-06,0.00010492632944070996,0.0005580189785616662,0.0011958185338390517,0.0024442164807460002,0.004770241114461218,0.008898083173670024,0.015878334414628065,0.027129240393964412,0.06974095010135445,0.15214701439508554,0.2837005855435077,0.4562382491151011,0.6407514823528123,0.799923537244511,0.9090843814860973
bayesian | a=500 | b=500 | critical_value=0.05413055420011048,200,0.010941465203009192,1.7697518186052685e-05,0.0012499663047718815,0.010941465203009192,0.026848113073544785,0.05847921401928744,0.11354945986446112,0.19744520092809317,0.3090380137151161,0.4379931211949912,0.6726562743691253,0.7669534033068331,0.7009577555498887,0.542128641783455,0.35915845152913695,0.20007412927417192,0.09091559352703063
bayesian | a=500 | b=500 | critical_value=0.05413055420011048,300,0.014155568101886475,4.018868702514152e-07,0.0005518860021946138,0.014155568101886475,0.04670839899615129,0.11774578365045751,0.22963942413660712,0.3514146307905237,0.42905325738615696,0.4263410577607307,0.24816176542316504,0.08066101840605212,0.01534024179048134,0.0016331076107086362,9.006611787099905e-05,2.333481317856886e-06,2.4986872515557978e-08
bayesian | a=500 | b=500 | critical_value=0.05413055420011048,400,0.02212281979082392,9.614444434716754e-12,7.719608781487368e-05,0.02212281979082392,0.1166067123362005,0.31051749128230843,0.45270788858498695,0.4007446298854656,0.24191855569739631,0.10836260348247531,0.009440996376294811,0.00023856389202746504,1.4171161227973254e-06,1.490735658657399e-09,1.8012505112643754e-13,1.1864995125561502e-18,9.04861223628796e-26
bayesian | a=500 | b=500 | critical_value=0.05413055420011048,500,0.0,0.0,0.0,0.0,0.8086409570602641,0.5108132945672006,0.19933298629948382,0.04149745522224804,0.004111838786702917,0.00017397716783911017,1.3730061352497242e-08,2.658844151661064e-15,0.0,0.0,0.0,0.0,0.0
bayesian | a=1000 | b=1000 | critical_value=0.05998992920009877,100,0.0005580189785616662,5.80116479387042e-06,0.00010492632944070996,0.0005580189785616662,0.0011958185338390517,0.0024442164807460002,0.004770241114461218,0.008898083173670024,0.015878334414628065,0.027129240393964412,0.06974095010135445,0.15214701439508554,0.2837005855435077,0.4562382491151011,0.6407514823528123,0.799923537244511,0.9090843814860973
bayesian | a=1000 | b=1000 | critical_value=0.05998992920009877,200,0.006614623738578278,7.755277465846219e-06,0.0006673831766000795,0.006614623738578278,0.017231264249120436,0.03977665054994231,0.08169048832617967,0.14988647820876025,0.24682903592585267,0.3667397409356726,0.6102516272075069,0.7355693517557002,0.6921557578488108,0.5408098457397545,0.3590590759309486,0.2000706653546586,0.09091554380840763
bayesian | a=1000 | b=1000 | critical_value=0.05998992920009877,300,0.015206427532052669,4.263494899264547e-07,0.0005888338802048226,0.015206427532052669,0.050431618549959985,0.12800639857924084,0.25201077565974245,0.3907169532962618,0.48576733320219023,0.49483201041568686,0.3102813555905138,0.11203708975818327,0.02414218883552081,0.002951903598626508,0.00018944171605236724,5.797400831197294e-06,7.470549550742115e-08
bayesian | a=1000 | b=1000 | critical_value=0.05998992920009877,400,0.022431255738153213,9.735974271355858e-12,7.821281174161798e-05,0.022431255738153213,0.11831206392760692,0.3153865773610618,0.46054421858940336,0.40862206196721806,0.2473736098282643,0.11112327896435245,0.00972605322588767,0.00024654409102933117,1.4677721612727034e-06,1.546518205440524e-09,1.8709252451247443e-13,1.2335571113836341e-18,9.414542161972573e-26
bayesian | a=1000 | b=1000 | critical_value=0.05998992920009877,500,0.0,0.0,0.0,0.0,0.8128292347394735,0.5143861570290091,0.20098427631021343,0.04187642335409037,0.004151686629065004,0.00017572929032428166,1.387473838334348e-08,2.68757054704382e-15,0.0,0.0,0.0,0.0,0.0
