legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.176171028137207,32.447169252859986,36.59175827653245,40.197457177020254,464.76501276532207,447.22685619012805,421.4138934957151,398.96770192576383,367.6806350243805,335.9595200791391,256.7241871011716,170.6840310993995,103.40218051409708,69.54545964440698,53.022797720467075,43.52922309915426,37.41683307455271
bravo_without_replacement | p=0.55 | alpha=0.09416845703125,111.80189176939498,157.4394403818017,214.69551959529463,464.4243986837907,415.2381914024659,343.9114916687384,284.8957163231616,241.06198519448253,207.9834043143693,161.77250332215883,131.47008375288286,110.55586902182196,95.62345810963635,84.58986023130481,76.11045208280662,69.34920550243245
bravo_without_replacement | p=0.52 | alpha=0.09151042598485944,241.8918769594538,315.19684609843785,389.80999201797505,465.0672234637231,411.64291187289854,366.37469548627814,330.02328375026104,300.36193233352475,275.56290463905736,236.48213434411045,207.1624535941419,184.40546966581212,166.25868947366936,151.46740741126106,139.19060216073356,128.84425990918223
