legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.176171028137207,988.7373690862373,970.2698762997304,945.2155390577392,464.7650127653223,447.2268561901288,421.4138934957154,398.9677019257644,367.6806350243812,335.9595200791394,256.72418710117137,170.6840310993993,103.40218051409688,69.54545964440676,53.02279772046687,43.52922309915426,37.41683307455251
bravo_without_replacement | p=0.55 | alpha=0.09416845703125,999.7225024768431,994.7929843326579,960.9999760553865,464.42439868379074,415.23819140246644,343.9114916687384,284.89571632316137,241.06198519448287,207.98340431436912,161.77250332215863,131.47008375288246,110.55586902182137,95.62345810963596,84.58986023130463,76.1104520828062,69.34920550243184
bravo_without_replacement | p=0.52 | alpha=0.09151042598485944,999.9998531102742,999.7393534579701,968.0580938819613,465.0672234637233,411.64291187289905,366.37469548627774,330.0232837502611,300.3619323335249,275.56290463905736,236.48213434411028,207.16245359414145,184.40546966581175,166.25868947366916,151.46740741126106,139.19060216073356,128.84425990918183
