,0.7,0.58,0.52
0.005,0.004304489875887636,0.004304489875887636,0.004304489875887636
0.015357142857142857,0.012997953946956218,0.012997953946956218,0.012997953946956218
0.025714285714285714,0.0222138876876922,0.0222138876876922,0.0222138876876922
0.03607142857142857,0.03120991461471592,0.03120991461471592,0.03120991461471592
0.04642857142857142,0.03971731244127969,0.03971731244127969,0.03971731244127969
0.05678571428571428,0.047609974881194714,0.047609974881194714,0.047609974881194714
0.06714285714285714,0.056032858593022185,0.056032858593022185,0.056032858593022185
0.0775,0.06581170707998296,0.06581170707998296,0.06581170707998296
0.08785714285714286,0.07608659405280813,0.07608659405280813,0.07608659405280813
0.09821428571428571,0.08521452698736763,0.08521452698736763,0.08521452698736763
0.10857142857142857,0.09215515583623736,0.09215515583623736,0.09215515583623736
0.11892857142857143,0.10451448578735976,0.10451448578735976,0.10451448578735976
0.12928571428571428,0.10839176139482817,0.10839176139482817,0.10839176139482817
0.13964285714285712,0.12394542250080458,0.12394542250080458,0.12394542250080458
0.15,0.12798801082172462,0.12798801082172462,0.12798801082172462
