,0.7,0.58,0.52
0.005,1.9996210652863987e-06,1.0642792877079305e-15,7.015943379504057e-22
0.01263157894736842,0.004717808154957889,9.362008233258712e-10,1.0046526445394158e-14
0.02026315789473684,0.05294657793176828,2.0497274130085144e-07,9.21195395094233e-12
0.027894736842105264,0.16430644961204413,4.410304846176434e-06,5.164036439676913e-10
0.035526315789473684,0.30765757808958344,3.3995496931201384e-05,8.163901069989243e-09
0.0431578947368421,0.443148281436124,0.00014440371648549147,6.185124847276619e-08
0.05078947368421052,0.5674162998877562,0.0004504193765081007,3.112203328892056e-07
0.05842105263157894,0.6840991982191552,0.0012678225510182888,1.3894998108660683e-06
0.06605263157894736,0.7703699938400698,0.0027778090319680255,4.37677564483622e-06
0.0736842105263158,0.8173758879929799,0.004607185795132278,9.68311108292982e-06
0.08131578947368422,0.8635040348677485,0.007866476436723165,2.2075662248035352e-05
0.08894736842105264,0.8946278802454309,0.011880459171861313,4.2624454103255626e-05
0.09657894736842106,0.92006710580253,0.01746713706532367,7.937612458832847e-05
0.10421052631578948,0.9403032546524847,0.024952273168606535,0.0001419869860723837
0.1118421052631579,0.9561910102342329,0.034825638154614404,0.00024640205280821836
0.11947368421052632,0.9667220935888865,0.045650872446727706,0.0003935506651585919
0.12710526315789472,0.9752053881891909,0.05818708541726952,0.0005907183463479216
0.13473684210526315,0.9792244195317448,0.06957025327858901,0.0008362230659121751
0.1423684210526316,0.9848125918089418,0.08642207084048703,0.0012132297115475302
0.15,0.9883962938736576,0.10291276100556081,0.001665936854366234
