,0.5,0.7,0.58,0.52
0.9,0.17332779801813591,0.9999987173790535,0.8818382761627579,0.33479431001776755
0.925,0.13806866471768348,0.9999973869011445,0.8504740893262619,0.2831642031914719
0.95,0.10164629201465264,0.9999944892045212,0.8080666379398151,0.22616578818904776
0.955,0.09754215257017422,0.9999943457050388,0.8048889265584301,0.2204127100639781
0.9573631578947368,0.08860525387743866,0.9999916039287158,0.7848936214202504,0.20340552970952247
0.9597263157894736,0.08588231358357303,0.9999913957441771,0.7819089660320855,0.19919402186038507
0.9620894736842105,0.08410404316249585,0.9999912893496317,0.7802382453149102,0.1965784020279601
0.9644526315789473,0.07775624454710975,0.9999892818483046,0.7660285366604012,0.18458703720683847
0.9668157894736842,0.07469929949427995,0.9999889073824119,0.7618019064366792,0.17953012982061045
0.969178947368421,0.07268892675328331,0.9999887363235327,0.7595923499179666,0.17644834207958282
0.9715421052631579,0.06518064450739151,0.9999834440705754,0.7368044672508118,0.1611126522947884
0.9739052631578947,0.06234616384885954,0.9999829268968596,0.7324622945070888,0.1563477362718547
0.9762684210526316,0.05750140301219019,0.9999793688825187,0.7177419596572703,0.14652986739126822
0.9786315789473684,0.053879643549287495,0.9999782445846576,0.7105419920090881,0.13997925386226798
0.9809947368421053,0.04807916285463279,0.9999687864394872,0.6868434193432266,0.1273424039512443
0.9833578947368421,0.04465851627489555,0.9999670610680237,0.6788823063903338,0.12093483177255226
0.9857210526315789,0.03928520812846242,0.9999590742265949,0.6579283914875457,0.10935689785658566
0.9880842105263158,0.03377246616948452,0.9999408867863566,0.6295536861748083,0.09673506131790502
0.9904473684210526,0.029070615213964465,0.9999273175262651,0.6071131937696331,0.08618889292610613
0.9928105263157895,0.02311239514109606,0.9998901127391654,0.5687521683294711,0.07174773669538353
0.9951736842105263,0.0181862881410538,0.9998588208159734,0.5367394072579625,0.05976599473928839
0.9975368421052632,0.010479145410628487,0.9996520729458321,0.44743978346544017,0.037992112492297905
0.9999,0.0010236492827024894,0.9957782624605784,0.18734023913980302,0.005520722665359334
