legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.08538818359457921,250.0,250.0,250.0,464.62206491434097,433.62949811945646,392.77530955837386,348.47701464250963,309.0111109802112,280.1851486063144,254.6301022382584,250.3188617868553,250.00883068492524,250.0000860829627,250.00000024710891,250.00000000016175,250.0
bayesian | a=500 | b=500 | critical_value=0.1169433593757661,250.0,250.0,250.0,473.7044732717402,447.439352905813,409.9910301666472,366.064224640162,323.7106584629006,290.2091394887036,257.11821150800245,250.5750143860487,250.0189749747849,250.0002244485529,250.00000080056,250.0000000006734,250.00000000000009
bayesian | a=1000 | b=1000 | critical_value=0.12719726562574557,250.0,250.0,250.0,464.62206491434097,433.62949811945646,392.77530955837386,348.47701464250963,309.0111109802112,280.1851486063144,254.6301022382584,250.3188617868553,250.00883068492524,250.0000860829627,250.00000024710891,250.00000000016175,250.0
