legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.7 | multiprocessing=True | alpha=0.05830779266357422,47.0,57.0,82.0,122.0,185.0,173.0,47.0
bravo_without_replacement | p=0.55 | multiprocessing=True | alpha=0.059476562499999996,575.0,680.0,573.0,392.0,272.0,182.0,95.0
