24
500,500,0.5,5,False
500,500,0.5,10,False
500,500,0.5,20,False
500,500,0.5,50,False
500,500,0.5,100,False
500,500,0.5,250,False
5000,500,0.5,5,False
5000,500,0.5,10,False
5000,500,0.5,20,False
5000,500,0.5,50,False
5000,500,0.5,100,False
5000,500,0.5,250,False
5000,500,0.5,500,False
20000,2000,0.5,100,False
20000,2000,0.5,500,False
20000,2000,0.5,1000,False
20000,2000,0.5,2000,False
500,500,0.5,1,False
1000,1000,0.5,1,False
5000,500,0.5,1,False
10000,1000,0.5,1,False
20000,2000,0.5,1,False
50000,5000,0.5,1,False
100000,5000,0.5,1,False
500,500,0.5,1,True
1000,1000,0.5,1,True
5000,500,0.5,1,True
10000,1000,0.5,1,True
20000,2000,0.5,1,True
50000,5000,0.5,1,True
100000,5000,0.5,1,True
0.05
0.52, 0.55, 0.57, 0.59, 0.62, 0.7
