,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,50,0.016203513002352832,0.0021860260582961775,0.007705663984191742,0.016203513002352832,0.022857803355941574,0.03167502691116644,0.0431341754636409,0.0577434218363009,0.07601613508689367,0.09843961795332638,0.15732943075332792,0.23629648168549897,0.33431592750218264,0.4467303226036107,0.5655143615477063,0.6807123891929409,0.7827278241529753
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,51,0.007947530231385481,0.001353302886060164,0.004172303566776341,0.007947530231385481,0.010635024335972238,0.013945399768533973,0.017921886202308376,0.02257615510454057,0.027878042364009127,0.03374677617369363,0.04657861164995722,0.059316573529029804,0.06958181389111769,0.07499540577507373,0.07399815328996688,0.06651868038036851,0.05413083967042242
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,53,0.00533373506091474,0.0008987757773413918,0.002795244665851956,0.00533373506091474,0.00713491058820491,0.009345022891814601,0.011986152826985827,0.01505698535421596,0.018526124039346357,0.022326839646823582,0.03046645243062447,0.03822387541742105,0.044014177097591436,0.04638701839002928,0.04457207665774197,0.03884555622409304,0.030499981870303512
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,56,0.002396796102047255,0.00035942516754406946,0.0012033930615259923,0.002396796102047255,0.0032696338308076485,0.004361952996824287,0.0056918680373825485,0.007265673113908167,0.009073533468827185,0.011085773922397632,0.015492915237107104,0.019814254276771717,0.02314690907794472,0.024627649386972036,0.023768446037787005,0.02069483406000331,0.016140734304711045
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,58,0.0028900710461228765,0.0004288738258131905,0.0014485227799447692,0.0028900710461228765,0.003941204328962507,0.005251839259849542,0.006839634119407048,0.008706556362546082,0.010833816215460049,0.013177819759503533,0.018207474589109932,0.02294112718473098,0.026306541129511685,0.02736859314365151,0.025721860305003345,0.021712457485245047,0.01633859203642295
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,61,0.001553099157145947,0.0002050854258230478,0.0007457421948000414,0.001553099157145947,0.0021599183842408104,0.0029316767628751734,0.003884343537301613,0.005024573106140361,0.00634589564755022,0.007825391177058967,0.01107366702948008,0.014223057846088943,0.01654634237791215,0.017378699085583024,0.01640501760809336,0.013834439433313481,0.010341012181987266
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,63,0.002007524898818839,0.00026231715111921456,0.0009622470343210308,0.002007524898818839,0.002790956781347489,0.0037838483847261396,0.005003613884611319,0.006454437535196598,0.008122445932678642,0.009971772132369883,0.0139506810177716,0.01765283712034763,0.020158249027728413,0.020702396987820997,0.019030229287830568,0.01555836773850858,0.011220107399226482
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,66,0.0011301187566005373,0.00013138974690823848,0.000518928019187643,0.0011301187566005373,0.0016022887382607766,0.0022127070221316706,0.002976869461722195,0.003902182512625034,0.004984244950379367,0.006203546972802203,0.008888923384263161,0.011465934783454815,0.013283435891937773,0.013772260544971824,0.012715582761473708,0.010385564481779555,0.0074396352207453985
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,69,0.0007487899458696435,7.74529069353126e-05,0.0003293738270652452,0.0007487899458696435,0.0010826955811062907,0.0015229891517498251,0.002084601090335783,0.0027768221068483266,0.0036000377014716598,0.004542620285989119,0.006666649940763166,0.008766254006057808,0.010303418883285414,0.010784638289455518,0.010001045688050433,0.00816042570269295,0.005806589238375776
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,71,0.0010501916763044428,0.00010748582951741565,0.0004611322227278729,0.0010501916763044428,0.0015180016169365712,0.002132884209723622,0.0029136951894217513,0.0038704718173968927,0.004999869105536787,0.00628103068394882,0.00911316221925681,0.011805654170224755,0.013620125460169344,0.01393958045916955,0.012587582151153227,0.009957042714025763,0.0068352095403563405
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.18050781249999998,74,0.0006267208607656969,5.706292946747029e-05,0.00026360990862530975,0.0006267208607656969,0.0009238772934723927,0.0013222784330072404,0.0018377894355925933,0.002480835961499724,0.0032528545169357016,0.00414285534377978,0.006156542305790072,0.008130338974615386,0.009516312386533344,0.00983257241047902,0.00891798353400086,0.007047317517907274,0.004805347005732059
