legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.05,1989.3347611789927,1969.569997632838,1914.1447056971701,1822.5506093332838,1618.1748466105068,1282.7541898898753,914.012644981483,628.4665813145605,445.62725132082016,256.0458249475007,166.65896633651542,117.48914302149309,87.52975861256523,67.89706239705406,54.31333371857913,44.51391023546907
