legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,500.0,500.0,500.0,500.0,500.0,499.0,498.0,496.0,491.0,476.0,455.0,426.0,393.0,360.0,330.0,302.0
bayesian | a=500 | b=500 | critical_value=1e-12,500.0,500.0,500.0,500.0,500.0,499.0,498.0,496.0,491.0,476.0,455.0,428.0,399.0,370.0,341.0,317.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,500.0,500.0,500.0,500.0,500.0,499.0,498.0,496.0,491.0,476.0,455.0,429.0,400.0,371.0,344.0,321.0
