legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,494.44521169263066,486.81495369551965,476.7185651300798,469.145787717014,459.2022520454934,446.21388585509794,429.38402750762265,407.85020821409256,380.8358376844531,309.5219148063278,223.28832233580337,144.50759063715574,91.17065996458354,61.7407106850403,45.87094752226843,36.42301383638076
bravo    | p=0.55 | alpha=0.080998046875,499.84969431101683,497.63180522615,488.45337498008723,477.14341818711495,458.39050702252183,430.6109264019482,393.9932024657447,351.0281671506673,305.9111878986528,225.48362352783684,169.67953807749342,134.29359917524388,110.95953225690563,94.52847224051038,82.33678107200986,72.9318374741172
bravo    | p=0.52 | alpha=0.24294531249999998,499.9619298818098,498.753940963032,491.94794986999693,482.5802004325492,466.25550590593775,441.342956264358,407.9889944300344,368.58467727699195,327.07132525098723,252.38720641234764,198.77534697990194,162.81269461397216,137.78320258106035,119.42663650955775,105.38366692737684,94.27712147654688
