legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,407.0,291.0,224.0,178.0,149.0,128.0,109.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,408.0,309.0,246.0,204.0,173.0,151.0,133.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,410.0,314.0,251.0,211.0,179.0,157.0,139.0
